Date,Cumulative_Confirmed_Cases,New_Confirmed_Cases,Cumulative_Deaths,New_Deaths
Date inconnue,0,0,0,0
1/23/2020,0,0,0,0
1/24/2020,0,0,0,0
1/25/2020,0,0,0,0
1/26/2020,0,0,0,0
1/27/2020,0,0,0,0
1/28/2020,0,0,0,0
1/29/2020,0,0,0,0
1/30/2020,0,0,0,0
1/31/2020,0,0,0,0
2/1/2020,0,0,0,0
2/2/2020,0,0,0,0
2/3/2020,0,0,0,0
2/4/2020,0,0,0,0
2/5/2020,0,0,0,0
2/6/2020,0,0,0,0
2/7/2020,0,0,0,0
2/8/2020,0,0,0,0
2/9/2020,0,0,0,0
2/10/2020,0,0,0,0
2/11/2020,0,0,0,0
2/12/2020,0,0,0,0
2/13/2020,0,0,0,0
2/14/2020,0,0,0,0
2/15/2020,0,0,0,0
2/16/2020,0,0,0,0
2/17/2020,0,0,0,0
2/18/2020,0,0,0,0
2/19/2020,0,0,0,0
2/20/2020,0,0,0,0
2/21/2020,0,0,0,0
2/22/2020,0,0,0,0
2/23/2020,0,0,0,0
2/24/2020,0,0,0,0
2/25/2020,0,0,0,0
2/26/2020,0,0,0,0
2/27/2020,0,0,0,0
2/28/2020,0,0,0,0
2/29/2020,0,0,0,0
3/1/2020,0,0,0,0
3/2/2020,0,0,0,0
3/3/2020,0,0,0,0
3/4/2020,0,0,0,0
3/5/2020,0,0,0,0
3/6/2020,1,1,0,0
3/7/2020,1,0,0,0
3/8/2020,1,0,0,0
3/9/2020,1,0,0,0
3/10/2020,1,0,0,0
3/11/2020,3,2,0,0
3/12/2020,5,2,0,0
3/13/2020,6,1,0,0
3/14/2020,7,1,1,1
3/15/2020,9,2,1,0
3/16/2020,14,5,1,0
3/17/2020,18,4,2,1
3/18/2020,26,8,3,1
3/19/2020,74,48,3,0
3/20/2020,149,75,4,1
3/21/2020,288,139,5,1
3/22/2020,459,171,6,1
3/23/2020,717,258,7,1
3/24/2020,937,220,10,3
3/25/2020,1186,249,18,8
3/26/2020,1530,344,24,6
3/27/2020,1963,433,27,3
3/28/2020,2368,405,41,14
3/29/2020,2868,500,51,10
3/30/2020,3471,603,65,14
3/31/2020,4224,753,80,15
4/1/2020,4798,574,94,14
4/2/2020,5513,715,111,17
4/3/2020,6126,613,140,29
4/4/2020,6749,623,188,48
4/5/2020,7255,506,226,38
4/6/2020,7867,612,274,48
4/7/2020,8687,820,326,52
4/8/2020,9240,553,382,56
4/9/2020,10048,808,447,65
4/10/2020,10611,563,517,70
4/11/2020,11263,652,581,64
4/12/2020,12084,821,661,80
4/13/2020,12944,860,750,89
4/14/2020,13995,1051,836,86
4/15/2020,14879,884,924,88
4/16/2020,15741,862,1009,85
4/17/2020,16575,834,1088,79
4/18/2020,17262,687,1180,92
4/19/2020,17919,657,1290,110
4/20/2020,18618,699,1388,98
4/21/2020,19287,669,1495,107
4/22/2020,20082,795,1597,102
4/23/2020,20828,746,1711,114
4/24/2020,21604,776,1811,100
4/25/2020,22279,675,1929,118
4/26/2020,22883,604,2040,111
4/27/2020,23575,692,2149,109
4/28/2020,24383,808,2282,133
4/29/2020,25230,847,2415,133
4/30/2020,26041,811,2534,119
5/1/2020,26886,845,2653,119
5/2/2020,27644,758,2767,114
5/3/2020,28375,731,2865,98
5/4/2020,28945,570,2974,109
5/5/2020,29789,844,3059,85
5/6/2020,30665,876,3154,95
5/7/2020,31453,788,3249,95
5/8/2020,32145,692,3332,83
5/9/2020,32751,606,3424,92
5/10/2020,33421,670,3504,80
5/11/2020,33981,560,3596,92
5/12/2020,34610,629,3668,72
5/13/2020,35290,680,3723,55
5/14/2020,36005,715,3811,88
5/15/2020,36699,694,3893,82
5/16/2020,37435,736,3963,70
5/17/2020,38060,625,4025,62
5/18/2020,38605,545,4081,56
5/19/2020,39234,629,4137,56
5/20/2020,39892,658,4206,69
5/21/2020,40546,654,4257,51
5/22/2020,41058,512,4326,69
5/23/2020,41559,501,4388,62
5/24/2020,42101,542,4450,62
5/25/2020,42459,358,4506,56
5/26/2020,42856,397,4569,63
5/27/2020,43267,411,4621,52
5/28/2020,43651,384,4698,77
5/29/2020,44033,382,4758,60
5/30/2020,44400,367,4793,35
5/31/2020,44647,247,4833,40
6/1/2020,44901,254,4871,38
6/2/2020,45130,229,4908,37
6/3/2020,45364,234,4940,32
6/4/2020,45600,236,4955,15
6/5/2020,45836,236,4981,26
6/6/2020,46048,212,5006,25
6/7/2020,46205,157,5025,19
6/8/2020,46323,118,5037,12
6/9/2020,46494,171,5053,16
6/10/2020,46649,155,5065,12
6/11/2020,46790,141,5087,22
6/12/2020,46941,151,5102,15
6/13/2020,47047,106,5116,14
6/14/2020,47131,84,5126,10
6/15/2020,47222,91,5141,15
6/16/2020,47322,100,5151,10
6/17/2020,47437,115,5156,5
6/18/2020,47540,103,5164,8
6/19/2020,47636,96,5172,8
6/20/2020,47725,89,5178,6
6/21/2020,47800,75,5185,7
6/22/2020,47867,67,5195,10
6/23/2020,47944,77,5206,11
6/24/2020,48026,82,5216,10
6/25/2020,48095,69,5222,6
6/26/2020,48156,61,5228,6
6/27/2020,48230,74,5234,6
6/28/2020,48282,52,5237,3
6/29/2020,48315,33,5245,8
6/30/2020,48402,87,5254,9
7/1/2020,48485,83,5259,5
7/2/2020,48555,70,5264,5
7/3/2020,48642,87,5267,3
7/4/2020,48734,92,5273,6
7/5/2020,48787,53,5274,1
7/6/2020,48852,65,5281,7
7/7/2020,48957,105,5284,3
7/8/2020,49080,123,5288,4
7/9/2020,49201,121,5289,1
7/10/2020,49298,97,5291,2
7/11/2020,49406,108,5296,5
7/12/2020,49480,74,5297,1
7/13/2020,49617,137,5301,4
7/14/2020,49740,123,5302,1
7/15/2020,49895,155,5307,5
7/16/2020,50032,137,5310,3
7/17/2020,50209,177,5313,3
7/18/2020,50404,195,5313,0
7/19/2020,50515,111,5314,1
7/20/2020,50659,144,5315,1
7/21/2020,50852,193,5316,1
7/22/2020,51039,187,5320,4
7/23/2020,51200,161,5323,3
7/24/2020,51353,153,5323,0
7/25/2020,51498,145,5325,2
7/26/2020,51604,106,5325,0
7/27/2020,51717,113,5326,1
7/28/2020,51855,138,5327,1
7/29/2020,52028,173,5328,1
7/30/2020,52188,160,5332,4
7/31/2020,52311,123,5333,1
8/1/2020,52434,123,5335,2
8/2/2020,52536,102,5336,1
8/3/2020,52676,140,5337,1
8/4/2020,52824,148,5337,0
8/5/2020,52954,130,5339,2
8/6/2020,53060,106,5344,5
8/7/2020,53184,124,5345,1
8/8/2020,53304,120,5347,2
8/9/2020,53395,91,5348,1
8/10/2020,53477,82,5349,1
8/11/2020,53589,112,5352,3
8/12/2020,53689,100,5356,4
8/13/2020,53772,83,5358,2
8/14/2020,53837,65,5359,1
8/15/2020,53897,60,5362,3
8/16/2020,53945,48,5365,3
8/17/2020,53999,54,5367,2
8/18/2020,54088,89,5367,0
8/19/2020,54181,93,5371,4
8/20/2020,54288,107,5374,3
8/21/2020,54390,102,5377,3
8/22/2020,54479,89,5378,1
8/23/2020,54526,47,5381,3
8/24/2020,54580,54,5383,2
8/25/2020,54706,126,5384,1
8/26/2020,54838,132,5385,1
8/27/2020,54942,104,5385,0
8/28/2020,55073,131,5391,6
8/29/2020,55193,120,5394,3
8/30/2020,55312,119,5394,0
8/31/2020,55445,133,5395,1
9/1/2020,55631,186,5395,0
9/2/2020,55799,168,5396,1
9/3/2020,56017,218,5398,2
9/4/2020,56220,203,5399,1
9/5/2020,56440,220,5402,3
9/6/2020,56633,193,5402,0
9/7/2020,56784,151,5404,2
9/8/2020,56992,208,5404,0
9/9/2020,57241,249,5408,4
9/10/2020,57486,245,5410,2
9/11/2020,57832,346,5410,0
9/12/2020,58163,331,5412,2
9/13/2020,58449,286,5415,3
9/14/2020,58702,253,5419,4
9/15/2020,59027,325,5421,2
9/16/2020,59352,325,5424,3
9/17/2020,59714,362,5427,3
9/18/2020,60210,496,5434,7
9/19/2020,60660,450,5440,6
9/20/2020,61162,502,5443,3
9/21/2020,61672,510,5445,2
9/22/2020,62208,536,5449,4
9/23/2020,62869,661,5453,4
9/24/2020,63607,738,5460,7
9/25/2020,64397,790,5462,2
9/26/2020,65273,876,5468,6
9/27/2020,66195,922,5471,3
9/28/2020,67065,870,5478,7
9/29/2020,68040,975,5486,8
9/30/2020,69110,1070,5495,9
10/1/2020,70225,1115,5503,8
10/2/2020,71531,1306,5509,6
10/3/2020,72571,1040,5519,10
10/4/2020,73493,922,5530,11
10/5/2020,74300,807,5539,9
10/6/2020,75396,1096,5552,13
10/7/2020,76393,997,5568,16
10/8/2020,77495,1102,5577,9
10/9/2020,78557,1062,5584,7
10/10/2020,79522,965,5601,17
10/11/2020,80504,982,5611,10
10/12/2020,81200,696,5619,8
10/13/2020,82226,1026,5631,12
10/14/2020,83406,1180,5648,17
10/15/2020,84580,1174,5657,9
10/16/2020,85831,1251,5679,22
10/17/2020,86727,896,5687,8
10/18/2020,87523,796,5701,14
10/19/2020,88405,882,5721,20
10/20/2020,89468,1063,5731,10
10/21/2020,90441,973,5755,24
10/22/2020,91362,921,5774,19
10/23/2020,92390,1028,5789,15
10/24/2020,93286,896,5807,18
10/25/2020,94181,895,5823,16
10/26/2020,94899,718,5843,20
10/27/2020,95971,1072,5858,15
10/28/2020,96901,930,5881,23
10/29/2020,97917,1016,5897,16
10/30/2020,98892,975,5918,21
10/31/2020,99959,1067,5946,28
11/1/2020,100873,914,5964,18
11/2/2020,101702,829,5976,12
11/3/2020,102769,1067,5994,18
11/4/2020,103911,1142,6015,21
11/5/2020,105248,1337,6032,17
11/6/2020,106510,1262,6058,26
11/7/2020,107783,1273,6077,19
11/8/2020,109000,1217,6105,28
11/9/2020,110301,1301,6132,27
11/10/2020,111567,1266,6162,30
11/11/2020,112828,1261,6189,27
11/12/2020,114224,1396,6224,35
11/13/2020,115640,1416,6244,20
11/14/2020,116778,1138,6272,28
11/15/2020,117888,1110,6296,24
11/16/2020,118921,1033,6322,26
11/17/2020,120185,1264,6351,29
11/18/2020,121433,1248,6381,30
11/19/2020,122617,1184,6410,29
11/20/2020,123762,1145,6430,20
11/21/2020,124853,1091,6453,23
11/22/2020,126128,1275,6484,31
11/23/2020,127115,987,6506,22
11/24/2020,128393,1278,6540,34
11/25/2020,129823,1430,6564,24
11/26/2020,131197,1374,6587,23
11/27/2020,132612,1415,6608,21
11/28/2020,133885,1273,6638,30
11/29/2020,135132,1247,6672,34
11/30/2020,136543,1411,6703,31
12/1/2020,138131,1588,6726,23
12/2/2020,139738,1607,6759,33
12/3/2020,141449,1711,6797,38
12/4/2020,143043,1594,6833,36
12/5/2020,144746,1703,6864,31
12/6/2020,146245,1499,6891,27
12/7/2020,147740,1495,6926,35
12/8/2020,149490,1750,6965,39
12/9/2020,151288,1798,6994,29
12/10/2020,153109,1821,7024,30
12/11/2020,155115,2006,7064,40
12/12/2020,156983,1868,7100,36
12/13/2020,158669,1686,7132,32
12/14/2020,160554,1885,7172,40
12/15/2020,162422,1868,7208,36
12/16/2020,164548,2126,7239,31
12/17/2020,166742,2194,7283,44
12/18/2020,168771,2029,7317,34
12/19/2020,170937,2166,7348,31
12/20/2020,172933,1996,7382,34
12/21/2020,174937,2004,7422,40
12/22/2020,177145,2208,7482,60
12/23/2020,179522,2377,7530,48
12/24/2020,181939,2417,7569,39
12/25/2020,184262,2323,7616,47
12/26/2020,186322,2060,7662,46
12/27/2020,188562,2240,7706,44
12/28/2020,190711,2149,7747,41
12/29/2020,193816,3105,7791,44
12/30/2020,196825,3009,7845,54
12/31/2020,199381,2556,7883,38
1/1/2021,201811,2430,7918,35
1/2/2021,204100,2289,7965,47
1/3/2021,206443,2343,8008,43
1/4/2021,208957,2514,8059,51
1/5/2021,211594,2637,8114,55
1/6/2021,214247,2653,8161,47
1/7/2021,217046,2799,8211,50
1/8/2021,219572,2526,8260,49
1/9/2021,221558,1986,8314,54
1/10/2021,223800,2242,8354,40
1/11/2021,225642,1842,8402,48
1/12/2021,227809,2167,8455,53
1/13/2021,229862,2053,8520,65
1/14/2021,231828,1966,8578,58
1/15/2021,233837,2009,8629,51
1/16/2021,235619,1782,8681,52
1/17/2021,236995,1376,8724,43
1/18/2021,238372,1377,8778,54
1/19/2021,239950,1578,8825,47
1/20/2021,241564,1614,8886,61
1/21/2021,243240,1676,8929,43
1/22/2021,244740,1500,8989,60
1/23/2021,246130,1390,9041,52
1/24/2021,247278,1148,9097,56
1/25/2021,248456,1178,9123,26
1/26/2021,249809,1353,9163,40
1/27/2021,251077,1268,9209,46
1/28/2021,252391,1314,9242,33
1/29/2021,253671,1280,9278,36
1/30/2021,254884,1213,9307,29
1/31/2021,255802,918,9342,35
2/1/2021,256692,890,9365,23
2/2/2021,257872,1180,9401,36
2/3/2021,258980,1108,9435,34
2/4/2021,259987,1007,9470,35
2/5/2021,261222,1235,9496,26
2/6/2021,262302,1080,9520,24
2/7/2021,263123,821,9549,29
2/8/2021,263874,751,9571,22
2/9/2021,264805,931,9599,28
2/10/2021,265959,1154,9623,24
2/11/2021,266932,973,9646,23
2/12/2021,267968,1036,9664,18
2/13/2021,268784,816,9680,16
2/14/2021,269501,717,9699,19
2/15/2021,270169,668,9715,16
2/16/2021,270977,808,9728,13
2/17/2021,271768,791,9743,15
2/18/2021,272627,859,9755,12
2/19/2021,273383,756,9765,10
2/20/2021,274136,753,9781,16
2/21/2021,274930,794,9792,11
2/22/2021,275550,620,9801,9
2/23/2021,276358,808,9814,13
2/24/2021,277200,842,9828,14
2/25/2021,277974,774,9834,6
2/26/2021,278852,878,9844,10
2/27/2021,279518,666,9853,9
2/28/2021,280091,573,9860,7
3/1/2021,280618,527,9869,9
3/2/2021,281443,825,9879,10
3/3/2021,282180,737,9891,12
3/4/2021,283045,865,9901,10
3/5/2021,283782,737,9910,9
3/6/2021,284470,688,9920,10
3/7/2021,285049,579,9928,8
3/8/2021,285645,596,9937,9
3/9/2021,286388,743,9945,8
3/10/2021,287103,715,9955,10
3/11/2021,288025,922,9967,12
3/12/2021,288843,818,9969,2
3/13/2021,289483,640,9978,9
3/14/2021,290054,571,9987,9
3/15/2021,290718,664,10000,13
3/16/2021,291772,1054,10005,5
3/17/2021,292688,916,10010,5
3/18/2021,293514,826,10015,5
3/19/2021,294305,791,10020,5
3/20/2021,294905,600,10030,10
3/21/2021,295396,491,10039,9
3/22/2021,296471,1075,10044,5
3/23/2021,297440,969,10047,3
3/24/2021,298473,1033,10056,9
3/25/2021,299293,820,10066,10
3/26/2021,300192,899,10073,7
3/27/2021,301134,942,10077,4
3/28/2021,301994,860,10081,4
3/29/2021,302980,986,10090,9
3/30/2021,304244,1264,10099,9
3/31/2021,305395,1151,10105,6
4/1/2021,306700,1305,10113,8
4/2/2021,308031,1331,10120,7
4/3/2021,309275,1244,10124,4
4/4/2021,310383,1108,10131,7
4/5/2021,311603,1220,10141,10
4/6/2021,313545,1942,10145,4
4/7/2021,315157,1612,10151,6
4/8/2021,317429,2272,10163,12
4/9/2021,319332,1903,10169,6
4/10/2021,320990,1658,10177,8
4/11/2021,322403,1413,10187,10
4/12/2021,323821,1418,10194,7
4/13/2021,325363,1542,10206,12
4/14/2021,326918,1555,10215,9
4/15/2021,328600,1682,10221,6
4/16/2021,330032,1432,10235,14
4/17/2021,331262,1230,10248,13
4/18/2021,332318,1056,10259,11
4/19/2021,333472,1154,10270,11
4/20/2021,334745,1273,10277,7
4/21/2021,335880,1135,10280,3
4/22/2021,336937,1057,10296,16
4/23/2021,338171,1234,10307,11
4/24/2021,339011,840,10321,14
4/25/2021,339915,904,10331,10
4/26/2021,340952,1037,10342,11
4/27/2021,342056,1104,10355,13
4/28/2021,343196,1140,10367,12
4/29/2021,344296,1100,10379,12
4/30/2021,345409,1113,10391,12
5/1/2021,346304,895,10399,8
5/2/2021,347140,836,10407,8
5/3/2021,347995,855,10411,4
5/4/2021,348880,885,10419,8
5/5/2021,349807,927,10421,2
5/6/2021,350822,1015,10427,6
5/7/2021,351844,1022,10434,7
5/8/2021,352562,718,10441,7
5/9/2021,353245,683,10448,7
5/10/2021,353974,729,10452,4
5/11/2021,354792,818,10459,7
5/12/2021,355659,867,10467,8
5/13/2021,356551,892,10474,7
5/14/2021,357437,886,10479,5
5/15/2021,358063,626,10487,8
5/16/2021,358602,539,10493,6
5/17/2021,359164,562,10505,12
5/18/2021,359782,618,10511,6
5/19/2021,360568,786,10519,8
5/20/2021,361186,618,10523,4
5/21/2021,361777,591,10531,8
5/22/2021,362208,431,10538,7
5/23/2021,362584,376,10545,7
5/24/2021,362964,380,10549,4
5/25/2021,363423,459,10553,4
5/26/2021,363875,452,10558,5
5/27/2021,364303,428,10561,3
5/28/2021,364679,376,10565,4
5/29/2021,364996,317,10571,6
5/30/2021,365233,237,10571,0
5/31/2021,365500,267,10576,5
6/1/2021,365802,302,10583,7
6/2/2021,366100,298,10588,5
6/3/2021,366369,269,10592,4
6/4/2021,366602,233,10595,3
6/5/2021,366801,199,10600,5
6/6/2021,366966,165,10604,4
6/7/2021,367127,161,10609,5
6/8/2021,367331,204,10611,2
6/9/2021,367584,253,10613,2
6/10/2021,367789,205,10615,2
6/11/2021,367953,164,10618,3
6/12/2021,368095,142,10619,1
6/13/2021,368217,122,10623,4
6/14/2021,368330,113,10625,2
6/15/2021,368497,167,10625,0
6/16/2021,368666,169,10628,3
6/17/2021,368845,179,10630,2
6/18/2021,368980,135,10631,1
6/19/2021,369073,93,10633,2
6/20/2021,369170,97,10635,2
6/21/2021,369272,102,10637,2
6/22/2021,369382,110,10638,1
6/23/2021,369468,86,10640,2
6/24/2021,369549,81,10642,2
6/25/2021,369650,101,10644,2
6/26/2021,369725,75,10645,1
6/27/2021,369780,55,10647,2
6/28/2021,369875,95,10649,2
6/29/2021,369984,109,10651,2
6/30/2021,370062,78,10652,1
7/1/2021,370135,73,10655,3
7/2/2021,370188,53,10656,1
7/3/2021,370240,52,10657,1
7/4/2021,370277,37,10658,1
7/5/2021,370372,95,10659,1
7/6/2021,370452,80,10659,0
7/7/2021,370551,99,10659,0
7/8/2021,370613,62,10659,0
7/9/2021,370678,65,10661,2
7/10/2021,370742,64,10662,1
7/11/2021,370802,60,10664,2
7/12/2021,370854,52,10664,0
7/13/2021,370942,88,10666,2
7/14/2021,371027,85,10666,0
7/15/2021,371125,98,10667,1
7/16/2021,371206,81,10667,0
7/17/2021,371279,73,10667,0
7/18/2021,371338,59,10668,1
7/19/2021,371431,93,10668,0
7/20/2021,371542,111,10669,1
7/21/2021,371636,94,10670,1
7/22/2021,371767,131,10674,4
7/23/2021,371881,114,10675,1
7/24/2021,371978,97,10675,0
7/25/2021,372044,66,10676,1
7/26/2021,372167,123,10677,1
7/27/2021,372286,119,10677,0
7/28/2021,372418,132,10677,0
7/29/2021,372568,150,10677,0
7/30/2021,372738,170,10677,0
7/31/2021,372896,158,10678,1
8/1/2021,373032,136,10678,0
8/2/2021,373209,177,10678,0
8/3/2021,373413,204,10679,1
8/4/2021,373688,275,10679,0
8/5/2021,373974,286,10679,0
8/6/2021,374240,266,10679,0
8/7/2021,374508,268,10680,1
8/8/2021,374725,217,10681,1
8/9/2021,375009,284,10682,1
8/10/2021,375399,390,10682,0
8/11/2021,375790,391,10682,0
8/12/2021,376199,409,10682,0
8/13/2021,376600,401,10683,1
8/14/2021,377017,417,10683,0
8/15/2021,377347,330,10685,2
8/16/2021,377757,410,10686,1
8/17/2021,378181,424,10686,0
8/18/2021,378674,493,10687,1
8/19/2021,379278,604,10687,0
8/20/2021,379803,525,10687,0
8/21/2021,380186,383,10690,3
8/22/2021,380518,332,10690,0
8/23/2021,380931,413,10690,0
8/24/2021,381468,537,10691,1
8/25/2021,382115,647,10693,2
8/26/2021,382756,641,10693,0
8/27/2021,383261,505,10693,0
8/28/2021,383764,503,10693,0
8/29/2021,384182,418,10696,3
8/30/2021,384752,570,10698,2
8/31/2021,385458,706,10701,3
9/1/2021,386169,711,10702,1
9/2/2021,386929,760,10702,0
9/3/2021,387583,654,10706,4
9/4/2021,388214,631,10707,1
9/5/2021,388699,485,10707,0
9/6/2021,389300,601,10711,4
9/7/2021,389930,630,10713,2
9/8/2021,390695,765,10715,2
9/9/2021,391656,961,10717,2
9/10/2021,392535,879,10719,2
9/11/2021,393191,656,10722,3
9/12/2021,393807,616,10725,3
9/13/2021,394486,679,10729,4
9/14/2021,395235,749,10731,2
9/15/2021,396069,834,10736,5
9/16/2021,396888,819,10739,3
9/17/2021,397697,809,10747,8
9/18/2021,398338,641,10749,2
9/19/2021,398961,623,10756,7
9/20/2021,399605,644,10760,4
9/21/2021,400219,614,10764,4
9/22/2021,401002,783,10768,4
9/23/2021,401723,721,10770,2
9/24/2021,402503,780,10775,5
9/25/2021,403084,581,10777,2
9/26/2021,403577,493,10779,2
9/27/2021,404076,499,10786,7
9/28/2021,404642,566,10789,3
9/29/2021,405352,710,10794,5
9/30/2021,405939,587,10799,5
10/1/2021,406563,624,10803,4
10/2/2021,406959,396,10807,4
10/3/2021,407398,439,10811,4
10/4/2021,407876,478,10813,2
10/5/2021,408410,534,10816,3
10/6/2021,409023,613,10824,8
10/7/2021,409651,628,10826,2
10/8/2021,410249,598,10830,4
10/9/2021,410779,530,10836,6
10/10/2021,411200,421,10841,5
10/11/2021,411632,432,10845,4
10/12/2021,412215,583,10849,4
10/13/2021,412856,641,10853,4
10/14/2021,413545,689,10859,6
10/15/2021,414337,792,10865,6
10/16/2021,414764,427,10869,4
10/17/2021,415114,350,10873,4
10/18/2021,415535,421,10876,3
10/19/2021,416034,499,10879,3
10/20/2021,416445,411,10888,9
10/21/2021,416856,411,10896,8
10/22/2021,417303,447,10900,4
10/23/2021,417679,376,10907,7
10/24/2021,418021,342,10909,2
10/25/2021,418400,379,10910,1
10/26/2021,418853,453,10913,3
10/27/2021,419327,474,10917,4
10/28/2021,419883,556,10919,2
10/29/2021,420425,542,10923,4
10/30/2021,420963,538,10928,5
10/31/2021,421454,491,10933,5
11/1/2021,421938,484,10936,3
11/2/2021,422473,535,10937,1
11/3/2021,423114,641,10938,1
11/4/2021,423781,667,10941,3
11/5/2021,424378,597,10946,5
11/6/2021,424964,586,10949,3
11/7/2021,425466,502,10953,4
11/8/2021,425991,525,10957,4
11/9/2021,426714,723,10960,3
11/10/2021,427391,677,10964,4
11/11/2021,428090,699,10967,3
11/12/2021,428806,716,10972,5
11/13/2021,429317,511,10973,1
11/14/2021,429859,542,10974,1
11/15/2021,430452,593,10974,0
11/16/2021,431159,707,10975,1
11/17/2021,431952,793,10979,4
11/18/2021,432672,720,10981,2
11/19/2021,433438,766,10986,5
11/20/2021,434162,724,10991,5
11/21/2021,434824,662,10991,0
11/22/2021,435564,740,10992,1
11/23/2021,436449,885,10997,5
11/24/2021,437437,988,10999,2
11/25/2021,438610,1173,11001,2
11/26/2021,439618,1008,11004,3
11/27/2021,440435,817,11006,2
11/28/2021,441154,719,11008,2
11/29/2021,442076,922,11011,3
11/30/2021,443188,1112,11014,3
12/1/2021,444479,1291,11018,4
12/2/2021,445942,1463,11020,2
12/3/2021,447335,1393,11021,1
12/4/2021,448593,1258,11028,7
12/5/2021,449745,1152,11031,3
12/6/2021,451037,1292,11032,1
12/7/2021,452594,1557,11037,5
12/8/2021,454581,1987,11040,3
12/9/2021,456562,1981,11044,4
12/10/2021,458591,2029,11048,4
12/11/2021,460306,1715,11054,6
12/12/2021,461948,1642,11061,7
12/13/2021,464112,2164,11065,4
12/14/2021,466785,2673,11070,5
12/15/2021,470145,3360,11076,6
12/16/2021,474183,4038,11081,5
12/17/2021,478508,4325,11088,7
12/18/2021,483212,4704,11093,5
12/19/2021,487616,4404,11099,6
12/20/2021,494198,6582,11104,5
12/21/2021,502480,8282,11111,7
12/22/2021,513879,11399,11115,4
12/23/2021,525672,11793,11120,5
12/24/2021,537318,11646,11124,4
12/25/2021,547900,10582,11141,17
12/26/2021,558404,10504,11152,11
12/27/2021,571850,13446,11160,8
12/28/2021,587322,15472,11168,8
12/29/2021,606097,18775,11179,11
12/30/2021,624780,18683,11194,15
12/31/2021,641773,16993,11220,26
